Study_Hours,Attendance,Previous_Marks,Assignment,Final_Score
6.7,52,45,68,55.4
5.4,96,57,96,79.3
8.3,54,91,50,72.6
1.3,57,49,89,55.5
1.3,63,64,98,68.3
5.6,85,88,95,89.7
9.5,56,38,66,59.9
4.1,56,39,83,52.5
3.3,99,74,56,69.9
6.1,95,44,99,76.0
9.3,81,59,95,79.8
8.4,57,77,42,63.6
10.0,61,69,70,75.1
0.2,59,73,60,52.4
1.1,63,75,72,62.2
6.1,58,35,40,49.8
8.2,87,53,45,64.8
2.9,79,36,90,58.2
2.4,54,35,95,53.4
7.9,50,62,43,53.0
0.6,50,67,61,49.1
3.7,69,73,52,62.9
5.1,98,46,97,75.8
5.6,60,60,83,67.3
7.3,75,66,96,78.7
3.5,93,40,69,61.9
6.1,52,34,79,51.7
5.9,55,93,91,76.9
5.5,92,32,65,60.1
6.4,94,85,95,86.6
2.6,60,92,78,66.8
0.8,57,67,92,64.2
1.2,78,83,78,62.9
2.2,59,31,46,43.4
5.0,83,31,53,55.4
8.4,73,41,100,74.5
7.0,95,69,65,72.3
7.9,97,31,57,64.3
3.5,66,86,94,73.1
4.0,81,76,90,75.2
3.9,60,65,95,67.2
1.9,83,33,63,52.0
0.6,73,53,96,62.4
5.9,54,91,98,80.6
9.9,78,31,91,74.6
1.7,97,44,97,69.8
0.5,97,78,90,80.1
7.8,83,64,64,67.5
2.5,65,76,96,72.5
8.3,74,53,89,73.4
7.0,86,89,71,79.7
9.5,57,77,45,67.5
4.1,78,52,55,59.4
6.6,95,41,42,59.4
4.6,74,70,60,67.3
6.3,91,58,71,71.8
4.5,72,99,41,66.2
1.9,83,80,86,75.7
5.1,52,52,59,48.5
5.3,79,60,50,67.1
8.1,99,50,90,82.1
7.4,83,53,57,60.4
6.6,81,38,93,72.5
1.1,78,51,50,53.2
7.2,58,33,74,50.4
5.0,51,32,75,45.6
8.9,88,57,77,77.9
9.2,56,44,51,53.3
0.6,95,37,100,62.8
8.2,54,77,99,76.7
0.4,57,81,70,61.0
3.7,81,84,92,78.6
5.4,67,66,75,64.1
1.5,87,33,100,61.0
7.5,95,84,69,79.0
0.1,67,41,83,54.0
1.7,98,48,43,57.6
5.8,90,86,41,73.0
7.1,94,66,83,80.0
9.2,65,36,52,57.4
7.1,70,84,65,75.7
6.7,59,57,68,62.2
3.9,91,66,87,77.4
0.0,53,90,75,60.5
1.2,93,68,67,64.5
5.3,57,52,47,56.1
6.8,96,81,44,72.8
4.2,68,40,71,56.1
7.3,96,95,69,83.0
5.2,89,42,53,66.3
0.7,89,70,86,65.7
1.9,100,78,82,79.7
8.4,58,44,49,49.9
7.2,79,85,49,71.2
8.9,66,83,95,84.1
1.2,89,60,45,62.8
9.9,93,90,55,82.8
2.1,64,87,99,71.6
0.1,53,89,65,59.6
10.0,55,82,60,76.0
2.8,65,90,75,70.0
6.7,75,71,97,79.6
1.8,86,58,80,63.9
5.8,72,56,81,70.1
9.0,62,73,69,66.6
3.2,96,34,44,58.6
6.7,66,81,49,70.4
1.9,76,82,87,78.0
6.2,71,81,70,76.5
3.4,86,67,50,61.8
2.1,68,73,77,69.1
3.1,88,82,46,70.6
1.8,84,31,98,59.5
9.0,62,83,51,70.4
4.0,63,64,98,59.8
2.5,97,75,84,72.1
4.5,80,84,88,80.4
3.2,94,40,80,69.9
7.4,51,58,99,71.1
9.7,95,98,47,84.4
4.4,88,92,67,74.2
8.6,86,76,98,87.9
5.7,63,36,55,46.2
1.6,58,93,92,72.2
6.9,59,93,42,63.8
5.1,56,41,76,58.1
6.5,77,41,71,65.3
8.9,95,65,60,74.6
4.4,74,58,96,73.0
9.0,95,40,94,72.3
7.5,77,82,84,79.5
4.9,51,99,57,69.0
6.0,66,76,92,76.5
3.3,53,62,87,59.5
9.8,62,96,96,88.8
6.7,67,72,85,75.7
0.4,52,47,50,39.3
3.3,100,82,100,84.2
6.2,86,68,89,78.4
0.6,82,63,47,56.6
0.2,90,66,51,62.3
4.5,73,70,90,70.9
3.3,57,78,91,73.1
4.4,84,39,41,52.5
2.6,51,69,80,56.5
1.6,82,47,61,55.7
6.9,61,54,48,57.6
5.1,71,70,53,59.7
2.0,62,65,54,53.7
3.2,59,31,50,40.6
5.9,66,78,100,79.2
0.7,92,96,52,70.0
1.5,54,82,95,59.6
0.7,58,48,67,52.8
8.1,62,55,64,59.8
7.5,72,83,76,84.8
7.5,79,80,45,68.2
7.2,92,54,94,76.3
6.7,53,46,76,59.2
4.8,70,90,72,65.9
6.4,92,75,64,77.1
0.4,58,84,89,67.5
6.2,56,79,62,68.0
7.8,65,40,99,68.8
5.0,72,41,95,65.4
3.6,72,69,47,54.9
2.8,80,77,56,66.7
6.4,54,85,70,68.7
6.9,55,37,65,53.0
8.7,100,43,94,76.4
3.4,50,85,96,71.1
7.7,97,83,50,77.1
5.6,77,46,69,56.9
8.8,67,74,50,67.4
5.3,73,34,42,48.2
5.2,62,32,79,58.3
5.8,82,38,79,63.9
7.5,59,49,96,66.9
9.6,56,50,95,70.9
0.7,86,62,92,73.5
0.5,81,34,60,51.5
9.4,94,53,74,74.3
5.3,71,92,67,68.9
6.1,65,55,61,64.5
4.8,73,62,81,60.6
0.9,63,47,90,56.8
7.7,60,47,85,71.9
7.5,68,67,57,60.6
3.1,72,62,62,57.0
3.1,83,56,65,63.1
8.4,89,78,74,78.8
0.7,62,79,68,60.0
8.8,88,44,91,76.8
2.6,93,81,85,79.0
5.9,77,97,50,76.9
9.4,89,48,81,70.6
6.8,65,54,95,73.4
4.1,99,54,85,77.4
6.9,100,62,40,71.5
3.4,77,89,55,65.3
2.8,53,66,64,52.3
10.0,77,72,77,79.8
7.5,61,38,57,57.1
6.4,65,43,55,59.3
3.6,98,32,58,57.4
0.5,85,98,55,71.3
0.3,69,85,44,59.4
5.5,75,55,66,61.8
7.6,75,82,83,78.0
5.4,71,70,45,56.8
8.4,58,50,96,65.8
0.3,54,68,73,53.5
3.7,66,52,55,56.2
2.4,98,87,92,88.8
4.5,83,98,62,78.0
0.7,51,58,82,50.6
9.5,56,91,83,77.7
2.2,85,82,71,74.3
9.2,62,74,82,72.7
4.3,69,56,62,63.9
9.9,79,63,59,74.2
5.5,79,43,58,58.7
9.3,60,70,68,64.2
0.1,80,89,47,65.6
7.5,52,71,68,67.1
9.0,51,80,57,68.5
1.4,97,40,44,62.2
1.0,52,64,51,46.2
4.2,64,48,49,56.8
9.3,66,94,86,82.9
5.4,97,90,76,84.0
5.3,56,76,56,62.4
1.4,97,43,71,64.4
0.0,54,96,94,66.4
8.1,83,81,43,79.3
0.9,82,61,70,58.4
6.3,94,39,65,64.6
9.1,65,46,51,65.3
2.1,86,69,57,67.4
6.7,52,97,47,65.4
0.8,96,92,71,77.4
6.0,97,44,59,62.9
1.6,92,68,88,70.0
7.4,100,86,79,85.5
3.0,99,39,52,63.2
4.6,70,100,98,76.1
6.0,90,46,62,67.9
1.7,57,46,42,42.8
7.4,71,45,74,66.3
3.0,100,32,78,65.4
6.6,54,80,89,72.3
1.6,66,75,60,57.4
6.9,86,84,46,70.8
1.3,63,55,93,59.6
4.3,88,60,65,62.2
2.5,90,48,62,60.9
7.5,77,97,71,79.1
2.6,80,44,41,50.0
8.8,66,87,78,78.0
8.9,84,59,41,68.8
2.0,89,77,78,76.0
6.1,71,85,85,81.4
0.9,94,71,54,65.5
3.9,97,53,55,63.5
7.1,78,81,95,78.2
6.6,59,72,65,72.8
6.2,67,63,47,65.5
2.8,84,89,55,72.6
3.8,93,32,60,60.1
1.0,65,97,78,68.6
7.2,99,40,50,65.4
5.0,98,42,63,68.1
7.1,56,79,75,64.2
2.5,79,48,57,54.2
3.2,68,73,62,62.7
3.3,72,62,52,52.4
0.3,57,67,88,55.1
3.4,66,32,83,53.3
8.0,70,94,89,83.8
9.0,75,64,81,79.9
5.2,77,65,78,68.5
4.6,88,67,83,79.7
0.3,82,68,83,64.0
8.8,89,54,97,80.0
0.1,68,93,84,65.1
9.4,78,42,40,58.9
4.9,69,97,46,62.9
3.4,69,99,87,87.4
9.2,59,30,87,59.2
0.2,61,83,60,59.6
5.8,82,38,55,57.0
5.5,74,65,87,71.0
2.2,74,66,53,58.3
4.3,53,88,82,72.1
6.5,53,50,90,64.7
7.3,58,49,82,64.2
0.0,64,30,41,40.2
9.4,75,88,70,81.6
1.6,64,57,78,54.4
2.3,75,100,48,67.3
2.6,77,85,80,74.6
0.4,56,38,53,40.2
1.2,81,94,97,79.7
9.9,61,65,49,68.2
3.2,84,63,87,68.5
1.2,81,61,63,63.1
1.1,58,95,89,69.4
7.2,63,54,72,64.1
8.5,62,80,95,81.7
2.6,93,92,73,79.4
0.2,82,74,59,53.7
2.2,81,55,67,55.4
0.6,68,50,43,48.6
1.0,79,80,73,67.1
4.3,65,53,43,47.8
2.3,61,41,94,55.6
5.2,59,40,45,43.6
2.5,51,56,97,59.8
9.4,67,52,61,68.8
9.1,62,62,43,59.4
5.7,78,67,89,75.0
3.5,73,84,44,63.1
3.8,87,99,50,78.8
4.1,61,71,84,70.6
7.3,78,58,74,65.4
4.5,71,63,58,60.9
8.6,85,86,91,84.2
9.4,50,32,50,49.5
3.4,92,35,50,58.0
5.6,89,77,92,81.8
1.0,83,93,66,73.0
2.0,83,42,41,43.9
4.1,97,65,93,80.8
2.1,82,99,86,80.2
8.8,53,62,93,75.7
1.6,87,86,47,64.2
4.6,79,84,73,77.2
6.1,95,42,79,70.8
6.9,69,80,95,79.2
3.8,75,82,59,66.1
8.7,64,65,62,67.0
5.7,56,34,54,46.1
4.4,56,54,87,60.1
0.7,99,66,52,61.7
4.6,78,48,94,67.4
8.2,72,64,70,70.1
6.1,83,63,88,74.5
8.3,69,83,85,79.3
4.9,64,75,100,74.1
1.2,82,35,53,50.5
0.1,66,30,40,38.9
3.0,69,100,95,78.2
7.0,62,63,66,65.8
7.9,93,85,72,86.9
3.0,73,55,74,60.3
5.0,96,71,93,79.2
4.2,86,67,95,77.1
4.1,56,55,54,53.3
2.3,57,88,44,55.1
1.4,72,53,76,56.3
2.0,63,50,43,45.8
0.6,53,89,85,61.6
2.0,70,49,59,54.7
0.1,95,35,78,60.9
6.3,59,96,61,68.7
3.2,71,39,63,49.4
9.7,79,41,86,72.6
1.9,79,51,50,54.5
3.5,65,91,85,80.1
3.6,60,90,45,63.6
0.1,71,46,66,48.3
8.4,78,39,49,57.1
0.3,74,41,78,55.4
9.4,63,69,49,65.8
8.9,63,52,85,68.8
5.4,51,69,65,60.5
5.4,62,79,76,71.8
6.5,52,39,93,65.9
3.9,79,33,72,61.4
6.5,67,30,90,58.3
0.4,85,72,99,70.9
0.5,70,34,47,36.7
4.6,68,63,90,69.3
5.5,65,95,88,76.7
8.9,77,53,90,74.8
1.0,53,43,67,44.7
8.2,100,70,87,82.6
2.1,64,71,75,57.8
3.9,50,42,79,52.3
3.2,97,58,64,69.0
4.0,96,94,75,79.7
1.5,65,75,52,59.2
5.0,69,63,99,69.8
8.0,82,92,46,75.7
4.4,66,33,40,50.4
4.9,54,57,48,51.2
8.5,54,30,98,63.1
7.1,88,65,67,74.0
4.9,62,42,75,58.1
2.6,93,34,85,64.8
8.8,85,43,69,69.7
5.8,79,61,48,59.6
2.2,53,79,69,58.9
2.7,72,56,74,62.7
8.0,70,64,86,75.9
0.4,70,32,66,45.5
9.9,55,33,68,61.2
1.3,73,36,44,44.2
8.0,96,32,40,61.3
3.9,80,88,82,77.4
4.9,68,30,90,56.5
8.8,87,57,44,66.6
4.1,61,88,93,68.0
5.4,63,82,68,67.4
0.5,99,39,95,69.6
0.0,61,100,56,56.6
2.4,64,32,90,52.4
6.8,68,36,88,62.0
1.2,77,38,76,48.9
1.1,89,98,63,67.5
4.1,90,42,91,74.7
6.5,54,69,100,73.4
7.1,54,91,66,73.7
1.8,55,91,48,59.5
0.8,72,39,93,59.5
9.4,52,40,77,60.0
2.6,86,91,98,84.6
8.5,82,85,92,90.2
8.6,92,78,52,74.9
7.7,70,45,65,61.6
1.7,69,38,92,55.9
8.2,50,62,50,58.2
7.7,88,64,94,82.9
6.0,96,68,63,73.4
3.4,66,54,94,59.3
2.6,78,85,72,73.7
1.2,57,77,88,61.7
5.1,75,39,97,67.3
5.9,77,70,45,65.6
3.6,83,88,74,73.9
4.8,75,57,55,57.7
3.6,62,70,52,56.6
6.4,93,95,83,91.6
9.0,86,80,96,84.5
1.6,62,91,50,57.6
3.8,87,59,62,65.6
1.4,74,69,41,54.6
6.2,96,69,99,82.4
7.3,72,98,69,76.5
9.3,71,91,58,77.0
2.8,70,44,79,57.6
9.5,79,32,84,72.6
0.6,60,53,85,53.4
6.0,53,70,86,66.0
0.6,82,92,88,78.9
8.9,96,77,54,77.3
5.3,61,90,92,74.1
6.7,58,77,81,72.1
8.3,81,76,72,78.0
1.5,60,85,83,65.6
0.4,86,37,80,57.7
8.8,73,47,94,74.1
3.1,56,52,44,48.6
1.3,57,98,61,65.4
4.7,82,94,66,75.8
6.0,74,75,86,72.1
0.3,50,95,74,64.2
2.7,52,98,58,62.8
0.3,89,51,78,61.1
4.2,77,94,46,71.3
9.0,92,41,78,77.8
9.8,82,48,73,66.9
6.4,95,51,73,70.7
1.6,50,84,66,58.9
9.1,87,91,83,88.1
5.2,76,80,44,65.0
1.5,87,77,43,62.0
9.2,84,46,46,65.4
7.6,59,42,87,62.8
7.3,61,57,42,55.3
7.1,59,96,60,70.5
2.0,83,34,73,60.3
2.1,73,89,88,79.7
6.9,77,44,48,57.6
2.2,71,73,100,70.5
4.4,94,75,59,73.2
7.8,65,58,79,68.8
7.8,62,97,100,84.0
4.5,85,78,51,64.7
7.9,85,72,78,76.0
8.4,92,97,85,92.6
6.5,72,49,67,62.0
2.3,63,47,87,64.1
2.7,81,93,72,80.1
3.1,52,78,49,53.2
1.2,76,71,50,62.3
2.7,68,41,46,47.9
2.1,71,65,57,58.6
4.6,50,37,58,49.5
9.1,54,57,53,63.2
1.0,98,89,56,69.5
7.2,82,78,62,80.9
6.9,100,67,58,75.7
1.0,68,87,93,65.3
9.2,85,34,99,73.5
5.7,100,75,84,88.4
3.6,55,31,94,53.0
7.6,64,54,42,64.1
2.6,85,30,73,57.0
6.9,82,98,64,80.4
0.4,73,69,80,60.0
8.4,76,97,70,83.8
4.5,98,98,78,84.0
6.4,60,98,53,70.1
2.2,98,45,76,64.6
6.8,72,83,91,81.9
7.7,82,92,86,84.7
4.7,90,47,59,55.4
6.2,95,46,71,66.8
4.6,96,33,72,59.6
8.9,78,38,91,75.4
5.0,80,60,70,68.8
8.4,50,34,46,49.5
8.0,83,45,44,60.8
4.1,67,71,96,67.3
2.3,67,70,43,54.6
4.1,55,59,50,55.6
8.3,89,55,58,72.5
2.3,50,78,77,62.3
5.2,96,60,59,65.2
8.1,91,79,66,77.4
3.5,79,44,68,60.3
6.4,53,81,57,60.6
2.5,81,67,76,69.2
1.1,59,67,100,60.4
7.9,92,89,91,85.7
1.0,54,49,86,49.9
2.7,58,73,92,64.9
8.6,54,92,99,76.8
3.5,60,79,64,61.4
9.7,84,51,59,67.1
9.8,76,83,45,71.6
2.7,53,38,75,52.1
0.4,59,44,88,53.5
7.1,88,77,54,75.6
4.5,82,49,57,67.0
1.0,87,64,77,61.0
7.1,57,96,95,78.6
0.3,98,89,64,69.5
8.7,73,63,59,66.5
1.4,88,83,61,69.8
1.3,82,41,90,66.6
1.8,90,48,51,58.7
9.6,92,55,80,80.0
6.9,68,52,79,69.3
8.0,51,62,99,75.1
4.0,60,86,86,76.7
3.4,84,59,72,67.4
2.3,66,52,68,53.0
4.8,91,65,41,63.2
5.5,52,72,65,55.6
6.3,71,95,96,85.6
2.6,84,82,71,68.9
9.5,70,89,97,84.0
1.7,74,66,42,56.1
9.7,88,90,69,79.3
0.1,51,82,58,57.7
4.8,50,41,49,48.4
3.3,56,64,64,55.7
4.5,69,96,85,77.3
5.7,92,67,58,68.7
4.4,55,53,97,71.0
4.1,85,69,99,74.4
7.3,100,94,82,90.7
6.9,70,86,60,71.3
8.3,100,74,45,76.1
2.5,95,42,90,68.9
6.1,84,35,53,59.7
5.9,85,100,97,87.5
3.7,57,76,47,53.7
4.9,99,73,41,66.9
3.1,53,61,93,60.8
1.4,92,32,57,51.8
2.1,65,83,96,68.5
1.1,52,67,61,53.9
6.8,56,33,96,56.9
6.6,51,46,69,56.1
9.5,50,66,75,62.9
7.3,50,65,67,65.5
0.5,87,87,74,69.6
8.8,100,70,41,72.3
8.6,56,37,95,61.9
4.4,73,96,75,81.2
5.9,54,59,57,60.9
9.8,70,81,82,80.6
5.3,77,54,48,57.8
9.1,67,81,67,81.0
0.8,73,88,47,62.8
1.9,81,59,92,67.1
4.4,94,96,47,73.7
5.8,82,33,44,56.7
8.2,59,86,52,68.1
9.9,58,92,46,67.3
3.9,98,61,60,69.0
0.5,82,80,68,67.0
8.0,82,92,76,83.4
6.0,56,30,84,57.4
2.0,53,48,91,55.1
4.9,77,64,100,74.7
7.4,72,92,87,82.1
7.7,81,55,53,61.6
5.0,93,42,76,69.1
3.1,65,52,94,64.8
9.7,95,64,90,87.8
6.6,59,41,43,47.7
4.1,63,38,95,58.9
2.8,88,96,61,78.0
7.3,85,73,95,80.4
2.4,83,90,50,73.4
1.7,73,50,73,53.0
5.3,67,36,84,58.2
2.9,65,40,55,48.2
6.3,90,74,48,72.9
1.2,86,61,55,64.6
6.5,90,65,78,76.7
2.8,74,66,55,52.1
0.0,57,70,70,55.4
1.3,73,78,70,65.1
9.3,69,44,52,62.1
8.7,97,42,44,65.5
2.3,79,82,98,80.2
7.8,69,62,86,69.8
6.1,67,61,78,63.9
9.7,53,77,57,66.0
3.7,97,97,98,96.1
6.8,85,86,59,75.7
0.6,55,91,94,71.7
4.0,52,31,41,44.5
9.6,67,45,79,62.7
5.4,96,37,69,65.1
2.9,89,48,49,61.0
1.2,67,61,81,69.0
7.0,72,96,50,76.7
6.4,84,61,92,75.1
3.7,55,54,68,59.7
9.5,75,82,92,83.1
0.2,70,54,79,53.9
3.0,73,62,55,60.9
9.2,64,60,87,68.4
3.2,76,65,100,70.3
2.5,81,78,100,80.9
5.3,61,73,67,67.1
8.2,54,77,56,63.1
1.0,56,59,77,55.7
9.4,71,42,89,70.0
8.0,76,72,88,81.0
1.8,64,45,83,57.3
7.1,88,55,54,67.5
3.8,94,76,70,74.2
4.0,84,66,100,72.7
7.8,75,32,46,59.5
9.6,72,55,99,78.5
1.3,62,44,85,54.0
4.2,75,95,69,73.8
4.8,52,57,75,58.4
3.8,78,67,88,68.7
3.6,51,73,65,57.2
0.5,77,82,50,63.9
6.9,72,33,98,61.6
4.4,85,73,45,70.8
1.9,98,75,81,75.1
8.2,55,55,68,59.9
8.0,60,42,67,58.4
4.9,87,98,54,77.6
3.0,83,73,68,66.8
6.4,66,82,45,67.2
2.9,52,80,87,62.5
2.4,93,42,51,54.4
7.3,95,70,90,83.7
0.4,83,40,55,49.4
0.9,71,66,85,69.6
0.1,78,89,77,71.9
1.5,78,61,97,69.8
0.7,54,74,48,51.8
10.0,59,47,61,60.9
2.9,59,49,72,54.0
1.5,58,73,65,55.3
2.4,70,65,93,68.0
9.4,62,98,79,78.1
5.2,59,66,46,61.2
3.6,87,62,85,71.6
8.7,60,48,71,67.4
3.9,53,80,79,68.3
3.4,95,61,82,72.1
2.1,80,51,99,68.5
3.8,98,30,63,58.5
3.2,83,83,80,74.3
6.8,91,49,90,72.3
2.9,84,87,78,80.1
5.8,88,64,77,74.1
0.7,88,99,89,81.9
1.9,82,99,76,74.9
4.1,57,90,58,69.4
9.4,81,92,82,84.3
3.8,82,90,44,67.9
6.6,57,86,69,68.7
2.6,95,32,98,67.3
1.3,63,74,64,56.9
0.6,83,44,69,58.0
3.1,57,46,95,60.0
1.6,100,44,64,61.1
1.7,91,34,48,48.9
7.6,56,75,66,67.0
0.2,62,40,63,46.3
5.6,70,93,79,79.7
3.8,96,43,82,67.0
5.1,81,68,98,73.9
5.6,60,96,93,73.2
3.1,63,84,77,71.5
3.0,60,71,54,56.7
7.3,51,34,77,56.7
8.7,83,81,65,77.0
1.9,93,51,93,67.5
1.0,96,73,100,76.9
9.0,66,88,69,74.4
3.5,63,54,50,51.7
5.5,74,50,68,64.6
3.6,97,93,54,78.0
1.3,76,97,83,73.0
5.9,57,76,48,60.1
5.3,66,64,81,61.4
2.0,54,36,68,42.0
4.5,61,85,54,62.5
8.0,87,81,56,76.5
5.9,67,75,55,61.4
1.0,75,38,97,61.7
5.5,80,87,61,76.1
7.0,86,52,79,69.2
7.9,55,32,88,57.3
6.3,90,90,82,85.2
1.5,64,38,50,50.4
7.1,91,82,77,80.5
6.8,98,97,64,87.5
0.2,75,78,93,69.4
4.1,100,99,69,83.3
3.3,61,77,41,56.1
6.7,90,36,40,60.7
2.2,96,60,91,78.7
5.9,63,85,77,75.1
9.1,50,90,97,76.4
8.0,66,34,97,65.5
9.2,82,59,96,74.3
9.8,78,51,76,78.5
0.1,94,46,94,66.7
6.2,80,39,93,65.9
4.1,57,100,93,77.3
8.6,79,97,48,83.4
2.5,62,71,44,52.2
9.8,65,56,89,71.6
6.1,51,36,63,47.5
7.9,94,52,66,73.9
0.9,67,37,69,49.3
1.8,84,37,90,55.1
7.6,94,34,54,64.3
0.2,68,100,86,75.1
8.2,62,31,48,50.6
0.1,100,80,85,75.3
6.6,53,95,76,72.7
3.7,68,41,69,57.5
6.1,99,76,88,78.7
7.0,74,84,54,69.4
3.4,87,55,59,61.6
1.1,100,74,96,80.1
0.7,80,91,88,74.4
5.9,85,99,95,83.9
5.2,53,31,95,55.0
7.4,88,55,64,73.8
5.1,56,43,48,45.4
4.2,65,86,84,75.7
4.0,97,61,61,71.4
0.3,54,91,52,60.6
3.4,96,59,76,73.8
9.8,72,42,99,77.7
8.7,85,69,67,70.7
3.3,81,60,53,64.4
5.9,73,66,69,69.3
8.5,74,74,78,74.9
4.4,94,88,96,81.7
0.2,77,57,44,51.6
0.7,68,90,51,68.4
5.1,56,48,74,58.9
9.7,93,72,80,82.6
6.9,90,88,81,91.2
0.7,66,45,100,61.3
1.9,51,98,40,59.6
7.7,65,73,85,75.1
8.4,88,95,40,79.1
6.2,67,39,81,53.9
6.4,88,76,82,79.8
0.3,50,48,99,57.0
8.3,52,80,59,71.5
7.9,70,42,73,70.6
2.6,79,92,94,82.0
7.1,60,45,73,61.0
2.1,71,82,94,72.8
0.4,96,64,63,62.3
2.0,74,88,67,70.0
1.8,52,68,50,57.1
3.4,79,96,47,68.2
4.2,73,90,74,74.2
5.1,94,79,80,77.4
4.8,85,82,97,84.6
2.7,72,75,55,65.7
0.3,57,81,97,64.0
6.1,53,58,55,57.9
4.0,99,34,81,58.2
3.0,88,96,45,70.1
8.7,92,69,59,79.9
7.5,80,31,95,66.8
8.6,78,97,91,84.2
4.9,85,91,91,85.0
1.3,62,87,50,58.8
7.0,90,98,47,79.2
2.1,58,87,59,62.4
4.4,70,64,71,67.3
0.7,100,43,72,65.1
8.3,52,44,45,53.6
1.3,74,35,67,54.9
9.0,74,45,47,60.9
8.6,61,75,53,68.0
4.6,78,92,42,68.6
7.4,60,41,41,48.2
6.2,60,70,61,68.0
8.0,98,48,72,74.0
4.3,75,31,82,63.6
7.9,63,49,60,61.8
4.6,65,38,45,50.4
9.4,59,50,79,69.4
4.9,80,37,46,54.8
4.6,80,68,45,60.7
7.9,85,66,89,78.9
8.2,59,58,83,71.7
5.5,75,64,47,63.9
1.8,69,67,63,56.7
4.7,93,64,66,71.5
9.7,58,97,92,81.1
7.5,64,32,90,62.9
8.1,58,41,67,61.7
0.3,56,61,98,58.3
4.7,75,76,95,75.8
6.5,73,92,44,67.4
8.3,61,55,58,63.6
0.5,69,72,48,55.5
8.5,63,73,64,67.7
5.5,71,67,83,71.6
2.0,65,58,86,61.3
3.2,78,84,94,78.4
2.8,81,81,84,71.1
5.3,68,48,95,65.5
0.5,84,64,52,58.6
1.6,92,77,92,78.1
8.1,81,89,92,83.3
1.3,69,60,76,60.0
2.3,100,32,41,56.3
4.5,89,64,90,75.4
5.2,69,81,79,71.6
7.6,57,100,53,70.2
4.5,84,80,100,79.3
7.9,91,85,70,82.8
6.2,62,50,45,48.2
1.1,90,30,64,52.1
1.6,55,82,78,64.2
4.4,96,35,85,69.3
4.0,65,91,70,67.4
7.4,54,76,77,67.5
5.8,94,79,55,74.6
3.9,100,60,66,72.2
1.7,83,93,69,71.5
2.3,55,58,43,47.7
5.8,82,44,78,66.9
4.2,64,87,55,61.9
5.1,64,52,75,66.1
1.7,63,67,46,53.3
6.6,88,70,60,71.3
8.5,54,44,41,55.9
2.6,75,32,94,59.9
4.9,97,30,47,56.7
9.8,66,40,81,67.8
3.3,92,89,66,75.9
6.0,96,94,41,74.3
0.9,65,33,45,45.2
6.1,84,54,43,56.7
0.9,87,72,60,62.8
9.6,72,69,40,72.3
7.2,62,73,77,70.8
7.9,82,88,99,82.8
7.0,78,52,51,65.7
5.9,95,91,66,80.3
4.5,83,52,53,57.3
8.6,83,87,54,80.5
9.6,76,84,63,81.4
5.0,64,62,57,63.8
9.3,99,92,56,82.4
5.8,58,89,48,64.4
5.4,75,90,86,78.2
4.5,52,90,57,60.9
2.1,85,98,95,83.5
0.0,96,50,92,70.1
2.4,54,32,57,42.3
5.1,69,77,44,62.9
3.8,69,39,87,60.3
4.5,54,71,48,59.5
9.8,59,95,93,84.2
3.5,65,75,74,65.9
4.5,74,38,83,63.9
1.3,93,78,95,77.4
0.5,74,33,85,52.4
7.8,79,89,40,68.8
5.7,63,58,80,63.0
7.6,71,76,48,68.2
1.5,92,92,71,71.3
5.7,77,60,59,65.2
2.5,79,80,52,60.0
2.3,68,70,79,61.6
0.1,87,65,50,60.2
1.3,91,69,85,69.9
3.1,69,89,87,74.5
1.2,84,44,82,60.5
9.9,71,59,90,81.0
3.1,64,59,100,66.9
1.3,60,56,93,56.9
2.0,83,69,81,70.7
5.9,73,74,65,66.0
0.6,55,76,79,63.0
8.6,66,85,50,73.1
9.6,77,83,64,79.3
2.5,99,38,79,66.8
4.5,80,94,64,78.5
0.2,85,99,59,70.2
6.4,58,30,81,56.8
4.1,59,42,88,59.2
2.7,70,67,94,66.5
2.1,83,74,50,61.0
6.5,80,69,83,75.4
4.2,78,44,49,55.1
1.8,92,79,91,77.5
6.9,92,31,88,67.8
5.7,60,82,42,57.2
8.6,82,55,78,77.9
1.2,95,95,66,71.1
7.9,50,62,74,66.3
6.7,70,88,88,78.6
1.2,72,55,94,63.9
6.9,58,50,79,64.6
4.4,50,78,70,61.2
9.4,70,100,60,76.1
1.4,71,100,61,71.7
6.4,53,95,58,70.5
3.8,50,66,53,54.0
9.6,100,43,76,78.7
3.3,59,36,90,56.9
9.6,64,67,84,74.6
9.0,85,74,89,82.9
2.7,78,51,62,51.8
8.0,95,73,65,79.5
10.0,54,64,82,67.8
2.5,78,89,94,78.7
4.4,96,32,83,64.8
5.2,96,96,79,80.0
2.9,76,84,51,65.0
0.2,74,38,40,42.5
2.2,65,98,89,78.6
2.8,65,57,73,53.1
4.4,85,44,83,63.6
1.7,74,60,58,53.7
8.7,90,88,62,84.4
7.0,50,83,46,62.6
0.9,54,97,46,60.3
6.5,90,76,40,66.2
6.5,69,71,57,63.2
9.6,54,52,47,58.1
0.0,85,94,64,75.0
2.5,78,83,81,73.9
9.3,97,40,68,69.4
9.3,83,92,62,82.6
7.2,97,51,68,74.0
7.7,67,83,40,62.4
0.9,51,65,54,48.9
5.1,65,87,54,66.3
2.3,78,49,67,63.7
1.8,82,45,75,59.9
8.1,65,85,81,82.4
1.4,84,79,79,68.4
4.7,96,95,71,83.7
9.4,92,42,85,71.4
1.9,91,44,52,58.1
9.8,66,56,60,65.1
